,content,Rating,neg,neu,pos,compound
10,"my Experience ?!my Experience ?!! Awful I hate skype, they hide the options  to close and remove my account, the have restricted me from using skype features and still they keep trying to to charge me 2 times a weeks this is a pure SCAM, also",1,0.311,0.689,0.0,-0.9491
11,Customer Service Non-ExistentI had a subscription to make unlimited calls to the US (landlines) for over 5 years and it worked perfectly until recently. The past few months I have been unable to connect to a US landline without any explanation or customer service help. Skype makes it impossible to get in contact with tech support and disconnect the service. I kept getting charged monthly for a service I am not able to use. So happy to finally cancel my subscription and go with another provider. Good riddance.,1,0.04,0.785,0.175,0.9286
12,"interface to improveThe windows interface of Skype is a nightmare. Everytime I spend a few dozen seconds to find the dialpad. Useless options like The ""meet  now"" and ""Get your skype number"" which I will never use are really to invasive.  It's not the cheaper voip call application but the call quality is usually good",2,0.034,0.845,0.121,0.5927
13,What happened to Skype?This used to be a well functioning phone app that was a reasonably priced alternative worldwide when other phone services failed.  Now it seems to be a Social Media wannabe that can't place a phone call. You can't even edit a contact entry. If MS wants to get into the Social Media game why didn't you just create an app instead of ruining this one?  Weren't apps your core business?,1,0.104,0.868,0.028,-0.6761
14,"Skype acct disasterSkype original loose account management w/o an email created a mess after merging with Microsoft accounts. It is very easy to get locked out when using the same phone number for two skype accounts. One of them will be in limbo...and good luck with their  support AI, you get nowhere :\",1,0.073,0.635,0.293,0.911
15,"Overall good and cheap but has some issuesI bought skype number for my business and I have attached that number with my Wise account. However, whenever I request code to my number, I don't receive it. Only way to bypass this by requesting a call. It doesn't happen with the other VOIP number I have.  However, skype rates are good. This is the only problem I have faced which I think they'll improve",3,0.044,0.711,0.245,0.9194
16,Awful interface.Settings either in…Awful interface.Settings either in wrong places or completely hidden. Grid views never work properly. Caller windows don't appear. People can't see each other. No clear idea why certain video windows don't appear on main screen as grid - or at all - but may still indicate as 'connected' via circular profile icons at top. It's a complete mess.,1,0.136,0.779,0.085,-0.5187
17,"Microsoft FilthSkype gets worse day by day. The app UI is completely unusable. Call quality is terrible - even on the fastest connection. They are unable to notify you when credit gets low so you are just cut off when credit runs out. Lazy, filthy Microsoft scum are unable to think rationally or act decently.",1,0.198,0.722,0.08,-0.7717
18,"Good for audio callsI'm satisfied with the quality of audio calls. I don't use video though.Skype comes in handy if you have a remote job and need to collaborate with your colleagues. As for other purposes, the features may not be enough. For example, if I was giving private or group classes, I would probably prefer a video conferencing platform instead. But it's up to you, I remember Skype language lessons were extremely popular before the pandemic.Anyway, what you definitely can't do on Skype is send large files. There's a limit of 300MB.",4,0.0,0.86,0.14,0.905
19,"Since trustpilot removed my last honest…Since trustpilot removed my last honest review of skype I refer readers to their overal rating, less than two stars.You see microsoft that owns skype is too powerful for a little place like sitejabber to publish negative reviews even if they are true. Likely to be my last review on this site, not an honest site,imo. And they want to track and ID you because you cannot post without logging into your personal email. Try sitejabber, much better.",1,0.039,0.766,0.195,0.9173
20,it is Impossible to cancel subscription…it is Impossible to cancel subscription auto renewal.there is no button for cancel it trough skype. it is criminal to keep charging me for a service I no longer need and want to cancel.I have spent more than 2 hours browsing the internet looking for an answer and there is none. there isn't even a help channel from Microsoft to sort this out. ABSOLUTE DISGUSTING,1,0.257,0.726,0.017,-0.9508
21,"Skype Work CallsI use Skype everyday for work, and I must admit I have found it the best out of all the video-conference platforms. It's easy to connect and find contacts, you can see who is online, you have a record of how long your calls last, you can voice or video call, you cant send images and chat while on the call.The only issue I have come across is while screen sharing, Skype starts to massively lag and often cannot keep up. It cannot take the weight of this feature, unlike Zoom for example which is much faster in that regard. However I find it the easiest to use out of all and the most transparent.",4,0.02,0.862,0.118,0.9022
22,"Utter rubbish.I have had a skype account for some 15 years and recently started to use it again after a long break. Within 2 days my account was locked for 'unusual activity'. After 3 lock outs it was blocked, I couldn't even get a code to reopen it. The unusual activity was down to skype allowing people I don't know to bombard me with messages, no matter how many times I block those people. They even managed to lock my account while I was not active on it for over a week. So much for staying in touch with friends and family. Utter rubbish.",1,0.093,0.866,0.041,-0.6437
23,"You guys suckYou guys suck! I've been trying to cancel my subscription for 6 months, and you make it IMPOSSIBLE to cancel.Your site takes 1 million years to load, there's no way to cancel, you have NO support email, number, or anyone to contact.Absolute nightmare to cancel.... with zero support channels. I'm surprised you guys still exist. Complete scam.",1,0.224,0.656,0.12,-0.8139
24,Super bad experienceSuper bad experience. It happened many times. I bought credit so I can call international but I haven't receive the credit the same time and just need to wait and wait. How come you can deduct to the bank account and then you don't deliver your products directly???? :(,2,0.158,0.712,0.13,-0.3939
25,"A disgrace --Microsoft's worst product everI recently purchased a virtual number for Skype for my company. It works terribly. The application gives an error when I try to answer my clients. I get a lot of spam every day (their spam filter is useless). Calls are deleted from the call log. A nightmare. Unfortunately I paid for a whole year subscription. It's a disgrace that Microsoft puts their name on this product, it looks like it was programmed by a monkey.",1,0.272,0.685,0.043,-0.9657
26,Endless ProblemsAfter having been refunded for 23 fraudulant transactions during September I received 3 emails today.The first stated thankyou for setting up auto recharge( I hadn't) for 10 Australian dollars .I am a UK citizen.The second told me my auto recharge had been cancelled. The third told me I had been charged 25 Australian dollars!  Impossible to get through to anybody.Endless codes.None of which work.,1,0.066,0.934,0.0,-0.4753
27,"please, do not take users' moneyWhy would you deactivate the balance if a person don't use it?Imagine you have 100 USD on your bank account. And imagine bank deactivating/taking your money if you don't use itThis is so interesting that I can't put anything more than 1 star.Thank you for your work.Good product though but the decision on taking people's money is making it 1 star (unfortunately)",1,0.0,0.94,0.06,0.4396
28,Skype blocks unreasonablyRidiculous situation my account was blocked right after registration. When I asked support about the problem the answer was that it was blocked because of ToS. They can not explain the reason.So Skype support suggests me create a new account with another email and card. It is ridiculous because if I use my card again the system will block my account again. So I have to go to a bank to issue a new card but it costs money. Skype what are you doing?,1,0.117,0.822,0.061,-0.431
29,"Where is your customer serviceWhere is your customer service? Seriously...I am not able to call my parents now already for 2 weeks (landline) although I've got a valid subscription. I don't have the usual ringing tone and it doesn't connect at all! I've tried calling from 3 different devices.I tried to contact to resolve the issue but I was only ""helped"" by your bots there that gave me options I didn't have (e.g I've got problems calling alltogether, not with audio or video). Therefore, problem wasn't resolved!!! Please sort your customer service.",1,0.131,0.85,0.019,-0.8931
30,"Best App for Tutor and StudentsI have been using the skype app for the last eight years and found it very user-friendly. Skype is the most popular app for all people. I will recommend this tool to all teacher who wants to teach anything. The ability to reserve phone numbers from multiple countries for business and tutor purposes.Audio and video communication excellenteasy to usescreen sharing Skype is great overall for free software.You can make endless calls, video chats, and meetings with an internet connection.It's tough to share big-size files.If we block someone, then all media and conservation should be deleted. Otherwise, I like it and recommend it to all people.Skype is a tool that allows conversations from all over the world. I've found that Skype is the most helpful tool for communicating and sharing files with colleagues.All our classes and chats are done via Skype, making it really easy to stay connected and discuss projects.",5,0.024,0.761,0.214,0.9863
31,So badSo bad - the auto update feature IS SO ANNOYING. It puts a dialog on screen at random times to prompt for admin credentials. So you can be typing and find that you've been typing into a dialog box instead of your word processor. IT IS UTTER RUBBISH - the developers of the auto update need to be fired. Other software does it so elegantly but not Skype!!,1,0.112,0.855,0.033,-0.6841
32,Something happened to Skype when…Something happened to Skype when Microsoft bought it and it is now even WORSE.I cannot believe that MS would put there name to such a POOR product but the whole company has gone downhill since software migrated to online versions.It is quicker for me to close the APP completely and re-start it EVERY time I use it than wait for an ETERNITY for conversations to update.Heads should roll !,1,0.038,0.962,0.0,-0.4036
33,"No support for paying customersI’ve been trying to cancel my Skype number for hours, but it’s not listed anywhere in my account. Not under Skype number, not under subscriptions or recent purchases. There are plenty of FAQs telling me where to cancel, but when I follow the links there’s nothing there. I cleared cache and cookies as recommended (seems like they’re aware of the problem), nothing. I cannot get any support at all, they just keep charging.",1,0.083,0.757,0.159,0.7511
34,"GarbageGarbage. It stays docked in my taskbar locking my webcam and doesn't appear in the task manager to quit. If I hit quit skype 10,000 it won't close, even if I try to open it, it won't open. It's worse than any computer virus I've ever gotten. I want to smash every Skype-related thing that's been made with my bare hands. Their offices should be converted into a large toilet because a room full of feces would serve humanity better than this trash. If you work on this program, feel very ashamed.",1,0.036,0.891,0.073,0.3315
35,UNBELIEVABLY TERRIBLEABSOLUTELY NO WAY TO CONTACT CUSTOMER SUPPORT!!!!!!!! CAN YOU BELIEVE? CALLS TO A PHONE NUMBER WERE NOT GOING THROUGH THOUGH I HAD SKYPE CREDIT! IT KEPT SAYING THAT I HAD NO SUBSCRIPTION!INFINITE OTHER PROBLEMS.,1,0.222,0.68,0.098,-0.7118
36,"Terrible UIWhen Skype came out I thought it was a great app but since Microsoft got its claws into it, it got worse and worse.The interface is terrible. For instance, when you are in call mode or on the contact screen there is no option to return to the main screen where the profile is.You can't edit a phone number that has been copied and pasted because when you press on the number, it is completely erased and many more inconsistencies that I'm too pissed off to continue writing",1,0.212,0.763,0.025,-0.9588
37,AppallingThis service is completely broken for many with no customer support of value. I have spent hours attempting to get help with my account that has been down for days. Subscriptions are drawn and I have paid for a Skype number but I cannot use it and haven't been able to on any devices for weeks. If I do manage to get hold of customer support they have just lied. Consistently! It is so appalling I am going to write to my MP about being better able to take action against companies such as Microsoft and Skype for basically abusing customers. They know there is nothing we can do! Hopefully it will change,1,0.121,0.738,0.141,-0.1636
38,Skype Can Be Very UsefulI haven't used Skype too much but all of the experiences that I have had so far using it have been very pleasant and there were never any dropped calls from what I recall. Skype is definitely a great alternative if you do not want to give out your phone number to someone and want to do a video call.,5,0.037,0.748,0.215,0.942
39,"I'm being charged by Skype even though…I'm being charged by Skype even though I don't use it. All attempts to cancel the subscription have been unsuccessful because it directs me to Microsoft, where I have no option to cancel. Although Microsoft claims it is free, Skype charges me money right now.",1,0.245,0.698,0.056,-0.7964
40,"I am trying to set up an account…I am trying to set up an account Everything is fine until the robot check. After correctly completing the select the pictures with the same object, I get a blue tick  - followed by then being reverted to the robot check page, ad infinitum.I have tried in the app, clearing cache etc, on the web, incognito , Wi-Fi and 4G using iPhone and PC but nothing helps. The customer assistance is dreadful, basically I go through all the help options and am asked to sign in - MY PROBLEM IS I CANT SET UP THE ACCOUNT TO DO THAT!I have previously successfully set up an account for my disabled brother on his tablet, that was so easy. And other family members have done too. How on earth do I get signed up when I can’t make any contact with the company to discuss the problem?",1,0.092,0.82,0.088,-0.1915
41,"Bad overallI added funds to my account to make an urgent call, but the transfer wasn't instant. I contacted their support several times, the chat advisors either left the chat or were unable to help me. After 10hours the money is still not in my account. I'm still waiting to get in touch with their team, as it seems impossible to chat with them. Terrible service.",1,0.085,0.801,0.113,0.2732
42,"Appalling Customer ServiceI've had a skype account for over 10 years now.  A couple of weeks ago, they locked my account for suspicious activities when all I did was to top up my account £23.99. They then refused to return my money or unblock my account. A customer service supervisor said that she did an investigation and her decision was FINAL and NO ONE at Microsoft will be able to unblock my account. After I provided all information to prove that there was no fraudulent activities, she still refused to acknowledge that a mistake was made. Such arrogance is beyond belief.  Truly appalling!",1,0.227,0.733,0.041,-0.9619
43,"How skype help meI use skype communications to talk to my international  clients . It is easy to use and respect people privacy .  Recently I was able to get 400 minutes of call for month and it is free  . I was able to meet the deadline for our project,  Communication is necessity nowadays skype just made easy . Thank you skype",5,0.0,0.746,0.254,0.9468
44,Their Tariffs are so confusingTheir Tariffs are so confusing. When you look at their worldwide tariff it gives a list of countries (63) you can can on mobiles and landlines EG South Africa landline only) but when you go onto the tariff for a specific country again South Africa you are offered landlines and mobile numbers to call. when you try to get information as to why this is the bot they use is as useful as a chocolate teapot. There's nowhere where you can actually speak to a human or email them. I can see why this company is struggling as why more and more people are using other companies. NO CUSTOMER SERVICES AT ALL,1,0.078,0.89,0.032,-0.67
45,"DisgustingDisgusting. Skype effectively operated as a scam. Took my money, then won't reconise my microphone. The microphone is in perfect working order. It has worked without problems with endless apps and websites, and I've checked and it still works fine with other apps!",1,0.072,0.716,0.212,0.7391
46,"Skype Numbers don't workI purchased a Skype Number and it doesn't work at all. It's practically impossible to find a link to customer service and only after a web of FB messaging into Twitter messaging (had to set up an account for that) did I get a customer service link.No help. Number still doesn't work.And, according to the laws in the EU you should receive a refund if you request it within a certain timeframe - which I did (less than 48hours after buying this number and they refused to give me the refund).In short ... do NOT buy anything on Skype, especially the Skype numbers!",1,0.022,0.89,0.089,0.595
47,"My favoriteMy favorite tool for chatting and audio/video calls.Whatever else I have tried, there just is no replacement for good old Skype, I hope they stay around for a long long time and continue providing us with good quality system for our life and work. <3",5,0.041,0.688,0.271,0.9081
48,"Skype, a world of insanity and the worst costumer serviceIf insanity exist to qualify a business, Skype earned the title!- horrible costumer service - No live agent to escalate an ongoing issue- offers a subscription plan on their website a a certain price per a year subscription with 15% discount but the credit card doesn’t go through it says the card info is not valid, but then your CC purchases go through every time, so you end up with 5-6 purchases, of course being ultimately cancelled. Then you’re stock - spending hours on chats and not going anywhere- if you have several accounts and don’t remember the password then too bad no one can help you- why all your accounts cannot be managed in one place?- a total disrespect of their costumers - paid an annual subscription of $142  nine months ago and unable to use the service - bottom line I’m stocked and see no possibilities",1,0.165,0.785,0.05,-0.9548
49,"This service is beyond terribleThis service is beyond terrible! For a month, customer service could not solve my problem with charging credit to my account! Long support queues and each time a different story! Save yourself and your business and be away from this service!",1,0.088,0.69,0.222,0.8039
50,"Skype account block from 9 months.Manasi is my given name. I've had my Skype account for at least two to three years. Now the issue is that my Skype account has been blocked as a result of adding contacts on a daily basis, and my account has been disabled for at least 9 months. Tommorow I filled out the form on the website, and then I received an email saying that my Skype account had been blocked due to a violation, and you could no longer use it. So my question is, if adding contacts is illegal, why have you given me the authority to do so? Also, I have never abused anyone on Skype. So, please activate my account as soon as possible, according to my request to the Microsoft team.",1,0.117,0.835,0.048,-0.8592
51,"This has been the worse experience Ive…This has been the worse experience Ive ever had, DO NOT sign up, it will take you 3 months to cancel and they will continue to take money out of your account although you gave them no authorization to do so. there is no PHONE NUMBER to call,, What a joke a phone company with no phone number. you be the judge.Save your money and aggravation",1,0.184,0.747,0.069,-0.8507
52,Microsoft work on SkypeI have been using Skype for many years now but over the few months it feels like it is full of bug. It is working properly on Android and performance has reduced quite significantly on PC.,3,0.0,0.921,0.079,0.5023
53,Sue Microsoft for Humanity's sake.I come here to complain about this Time Wasting Crap that Microsoft has manage to ruin people's life with. This Skype rubbish & forced upgrade to Windows 10 thing should have Microsoft sued.People should rise up against this Fxxking thief of a company.,1,0.316,0.684,0.0,-0.9517
54,"so tired of getting these random…so tired of getting these random verification text messages that ask me to input a code, which i do. A few days later an other round... Please sort this very annoying issue... if i could switch to an other online chat service i would.",1,0.181,0.774,0.045,-0.7952
55,I was using Skype to call British…I was using Skype to call British Airways from abroad. I had to wait for more than 30 minutes until I had a BA answer. But each time my conversation with BA was interrupted on the most important moment and one Skype demanded me to hang up while I was talking to BA and my conversation was cut off. It is very bad experience for someone trying to find a way home from overseas.,1,0.153,0.815,0.031,-0.8847
56,"The death of a once great appWho designed Skype calls to phones?It makes no sense.I think it was designed by a hyperactive, crack addicted, depressed monkey.This is one of the worst designed apps I have ever used.As mentioned by others, the call quality is very bad, compared to WhatsApp or Line. MS bought Skype, then trashed it, then made it worse.",1,0.27,0.676,0.054,-0.9459
57,Use anything… but not SkypeAbsolute rubbish and unworkable. Hang your heads in shame Microsoft.,1,0.242,0.758,0.0,-0.631
58,"This is one of the most useful app for…This is one of the most useful app for me in 21st century. Skype has very standard features, it is helped a lot of people in the pandemic of Covid-19 Skype has clear audio, great translation, great subtitle tool and good camera I recommend everyone to use this app.",5,0.0,0.68,0.32,0.9705
59,"Sadly would not use againI used my Skype account for the first time in years recently, and found the system so much more complicated to use. I understand the need to upgrade systems, but I could not navigate my way around as easily as before. I would prefer to use Zoom or MS Teams as I find them more user friendly.",1,0.03,0.847,0.123,0.7856
60,"Use Discord or other communication…Use Discord or other communication apps, Skype has done my head in,it's so freaking slow and you can't call anyone without lag.Goodbye Skype",1,0.273,0.727,0.0,-0.8408
61,"opened a Paypal dispute and they instantly refunded my moneySigned up as I am sick of being charged ludicrous charges for landline calls. Complete waste of time as recipients don't receive calls from Skype....looked online and suggested adding a caller ID, finally found that and it wouldn't accept either my landline or mobile number as ID....should have guessed M$ would have put the kiss of death on Skype, just look at Windows 10 - a total jokeUPDATEAs I couldn't get it to accept my mobile number and could find no way to contact them, other than automated M$ BS I opened a Paypal dispute and they instantly refunded my money....good riddance, wish I could be refunded for totally useless, waste of everybody's time, Windows 10 too but I didn't buy it as I had it forced onto me when they ended support for Windows 7. Which always worked just fine, usual in denial M$ always thinking they are right but just seriously haven't got a clue",1,0.177,0.766,0.057,-0.9304
62,"SkypeI like the new update of Skype! I am using Skype for my online teaching, and it is very convenient and easy to navigate. So far this is the best platform in terms of the sound quality especially in piano teaching. I am using Skype years ago and the quality is still up to par.",5,0.0,0.831,0.169,0.8794
63,"There was a good program for meThere was a good program for me, but unfortunately every time it needed an update, I had to enter a new password. Naturally, this was annoying. This is exactly why I stopped using ICQ.",1,0.21,0.699,0.091,-0.7269
64,"Blocked blocked terminated terminated closed closedThis seems to be very common that people's accounts are blocked for no reason other than system did it for suspicious activity 🤔 recognized in your account. I never used Skype but I have been forced by some people in the industry to use it because that's the way they mostly communicate with (plainly stupid). Luckily many realize skype is trash and are moving on. I will never ever use or buy any Microbial products and make sure to influence everyone around me to do the same and take the right decisions: I wish everyone just used Telegram or any Apple instant chatting service, so that companies like Microsoft and Samsung go bankrupt; they will surely do. It's just a matter of time.",1,0.116,0.749,0.135,0.6903
65,LootersThey keep charging money and there's no way to get a refund. I tried to contact live support but they took 30 minutes for verification  but still they were unable to verify my account and I lost my money.,1,0.115,0.838,0.047,-0.4019
66,Used be really great program but is now…Used be really great program but is now becoming bit dated with new people in market making better programs.Still can be used and useful but interface and program needs bit modernisation,3,0.0,0.673,0.327,0.9551
67,Very unhappy with the latest updatesVery unhappy with the latest updates. I'm not sure why but they've made the experience much worse.Every time I try to copy something it copies the full message and not the part I'm trying to copy. Also is always reconnecting.Old skype was better,2,0.106,0.82,0.073,0.0711
68,"Skype live captions are abysmalSkype live captions are abysmal!  The text is unreal, and absolutely NOT what’s being spoken!  Nonsensical.  Absolute rubbish.  Why have this app if it just does not work!  Best just remove it.  Totally rubbish. Extremely disappointed as I was hoping to be able to use this app.",1,0.137,0.815,0.049,-0.727
69,"I would be happy if I could avoid Skype entirely!I hate using Skype--much prefer Zoom--but I have to in order to communicate with a certain group of folks.  The reason I hate Skype is that it's technical support for me is totally meaningless.  No, that's not right, it's worse than meaningless, it's misleading.",1,0.309,0.532,0.159,-0.886
70,"I stopped auto renewal several months…I stopped auto renewal several months ago, but noticed they were still taking money out of my account. No rational explanation - but, pathetically they say 'someone' must have fraudulantly re-connected by account! Laughable, if not tragic. Perhaps the worst company I have ever dealt with - no customer service to speak of. AWFUL experience.",1,0.311,0.629,0.06,-0.9624
71,"Skype is definite a discriminateSkype is definite a discriminate, once you sign up for an account it will tie you up to a country. no matter where you are it will always label you where you come from (even you use VPN). and even won't change the language you prefer to use. and Skype is partner with those evil countries...so they can monitor and limited use their service !!!",1,0.126,0.803,0.071,-0.7249
72,"Cretins at MicrosoftCretin, asked me to login but I need a second device. So I have to take another device evertime I go abroad. These folks are mentaly disturbed. I will phone my bank to cancel monthly debit. This was a good system till those c**ts at Microsoft took over.",1,0.116,0.808,0.076,-0.2617
73,"I hate Skype!I had about $36 of credit. Had lots of problems with Skype (trying to use it from my computer), so I uninstalled it from my phone. Then tried to make a call from my computer but it showed no credit. I was ""tricked"" into buying more credit, which was $10. I want a refund to my credit card for the $10 and my previous approximate $36 restored.It also appears that my US Skype virtual phone number, for which I pay yearly, has also disappeared. I want it restored!Also, I HATE it that there's no way for passwords to show up. I have a hard time typing on the little letters on my phone and I almost always get an error that ""passwords don't match.""",1,0.183,0.7,0.117,-0.8829
74,"Skype have been totally poorI've read some Skype reviews on here, they're like mine. I bought some Skype credit.Then later on, my Skype credit is suspended. I have to reactivite. I tried once, and they needed a separate email address, so I put one in, and again today, no Skype code received to activate it. My body is quite unwell. My time is like gold. This review is minus 5. I just wish my money back and will only use Skype as a backup. Date of experience is an estimate.",1,0.057,0.832,0.111,0.6124
75,"What has happened with skypeWhat has happened with skype. Have had an account for over 5 years and not used for the last 18 months.It was free to use, now cannot get any connection with my contacts abroad. Has Microsoft changed things? It is very frustrating when friends cannot see and speak becuase of Covid travel problems. Is Microsoft exploiting?? Have tried the helpline but appears to be a Bot that keeps repeating the same diatribe.  Any views would be helpful. Thanks",2,0.065,0.799,0.136,0.8189
76,"No help in case of fraud.I discovered i have been paying twice for skype, with different cards. Skype said one payment was fraudulent, but offered no more help, just saying i should contact my bank.",1,0.163,0.702,0.135,-0.0258
77,"Good platformGood platform, but not as good as it used to be. It doesn't need any of the additional features that they keep adding, it just keeps glitching the program, but not adding any value.",3,0.143,0.808,0.049,-0.5737
78,"I turned off auto renewal several…I turned off auto renewal several months ago, yet they were still deducting funds from my account. There's no plausible explanation, yet they say'someone' must have fraudulently re-connected by account! It's amusing, if not heartbreaking. Perhaps the worst company I've ever dealt with, with absolutely no customer service. It was an AWFUL experience.",1,0.183,0.743,0.074,-0.8149
79,"Why my credit /money balance hiding ?Strange feature --keep ""hiding"" customer credit/money in the account away from time to time. I had to charge money in several times as I want to make some phone calls, but  late you can't find it anymore. You have to call them to ""active"" your money. once money is  in, you can't get them out or use it for useful things, expect stay there for future phone call. Why I need Skype if your mobile give your lot minutes free calls ? I have to call them to make my balance showing there. Believed lot people suffers this issue  --they thought they have no money left in their accounts , but the fact is the correct balance is  not showing ... That's very bad!!!",1,0.115,0.806,0.079,-0.7291
80,"I've been using Skype on daily basis…I've been using Skype on daily basis for several years now. I know that Microsoft is sometimes creating bad software  sometimes but I think this is among the worst. They have worked on this application in decades. They tried to create a desktop app as well as a UWP app. Both are crap. (When tested out the UWP app I can't even get the message sending/receiving to work properly) Generally, with the desktop app, some features is almost working, like getting the messages sent and received even if I'm logged into several devices.Also, for most part, the voice chat with cameras is working.The major problem is, that it's quite often stop responding and I need to shut it down, almost every day! I'm always trying to run the latest version. It's performance is sluggish. It's like there is some background thread going for full speed. I'm not sure if it's caused by some sort of dead-lock or race condition?To sum up, it's probably one of the application I use most, and I'm also pretty unsatisfied. I rate it 2/5. I don't give it 1 star because sometimes it .. works and get the job done.",2,0.126,0.798,0.076,-0.9192
81,it is not hard to guess skype credit…it is not hard to guess skype credit service is really rubbish.it is designed to get you off guards so they can get away with your money. when you think they do it to millions people around the world it quickly adds up in their bank account. i have not signed up for one year Subcription but they managed to put me in one year contract instead of one month contract. NEVER PAY THEM BY PAYPAL AGAIN USE BANK ACCOUNT AND MAKE ONE ONE OF MONTHLY PAYMENT ONLY.NEVER TRUST SKYPE CREDIT.ALWAYS KEEP AN EYE ON YOUR SKYPE CREDIT ACCOUNT. IF NOT NEXT THING YOU SEE THEY HAVE BEEN TAKING YOUR MONEY OUT OF YOUR ACCOUNT.INSTEAD OF £6 MONTHLY THEY TOOK OUT £ 61YEARLY.I CANCELED MY PAYPAL SKYPE PAYMENTS NOW BUT TOO LATE ALREADY.,1,0.0,0.889,0.111,0.9372
82,Customer service is awfulCustomer service is awful. They never solve the problems. I paid for a subscription but I can't use it and they don't refund my money!!Skype says: contact with Google and Google says: contact with Skype. I chatted with one of them to resolve the issue. She doesn't even know how to talk to a customer. Nervous girl!!!,1,0.114,0.805,0.081,0.3074
83,Microsoft Fraud! Someone elses number being sold as a skype numberSkype has billed me for a skype number that I bought a subscription for and it turned out that the number was a number actually being used by someone else outside of skype. So I paid a subscription for something they had no rights too.,1,0.118,0.785,0.097,-0.6239
84,I have used Skype for years but since…I have used Skype for years but since Microsoft took over its become a DOGS' BREAKFAST.I last used it on my Win7. computer and tried to update on Win10. but have lost my credit. My initial problem was my email address changed and I could find no way to update it. I downloaded skype again set my profile again with same details as before except email.I'm giving up!  Zoom here I come.,1,0.113,0.811,0.076,-0.4753
85,No Free healthcare on SkypeJust had my monthly subscription zeroed outWhy?I dialed NHS 111 which is advertised as freeNot according to SkypeI should probably known the words free & health together are anathema in the USAThey tell me it is an emergency number and not to be used on SkypeIf that is the case why let the call go throughBut Hey everything if fine because they will let me take another subscription out for less or more minutes In case anyone from Skype pays any attention look up Case No 1025137798,1,0.07,0.832,0.097,0.4019
86,Very bad customer serviceVery bad customer service. I have no idea how a big company like this can have a hard time replying to its customers???!!! I don't appreciate big companies that are not willing to invest more into customer service.,1,0.307,0.641,0.052,-0.9074
87,"once you change email its impossible to use their creditSame as other people have commented…Same as other people have commented once you change an email address, they cant seem to find a way to verfiy its still you. Worst thing about that is I bought skype credit when i was using the platform more often and now i cant get it back. They keep your money.",1,0.061,0.9,0.039,-0.3612
